Name,Price,Color,Mileage,Make,Model,City,Date Displayed,Automatic Transmission,Air Conditioner,Power Steering,Remote Control,Item URL
Isuzu D max 2010,"680,000 EGP",White,,Isuzu,D max,Aswan,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/isuzu/dmax/6274311
Opel Astra 2021,"1,250,000 EGP",Black,"15,000 Km",Opel,Astra,6 October,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/opel/astra/6274373
Toyota Corolla 2003,"550,000 EGP",Silver,"200,000 Km",Toyota,Corolla,Amreya,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/toyota/corolla/6274358
Nissan Sunny 2013,"400,000 EGP",Black,"127,000 Km",Nissan,Sunny,Mohandessin,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/nissan/sunny/6274377
Changan Benni 2016,"380,000 EGP",Red,"41,000 Km",Changan,Benni,Alexandria,2024-02-15,Yes,Yes,Yes,No,https://eg.hatla2ee.com/en/car/changan/benni/6286370
Fiat 128 1988,"56,000 EGP",Petroleum,"63,000 Km",Fiat,128,Mokattam,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/fiat/128/6286343
Kia Soul 2013,"800,000 EGP",White,"120,000 Km",Kia,Soul,Dyarb Negm,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/kia/soul/6286329
Kia Cerato 2014,"900,000 EGP",White,"125,000 Km",Kia,Cerato,Alexandria,2024-02-15,Yes,Yes,No,Yes,https://eg.hatla2ee.com/en/car/kia/cerato/6286326
Kia Rio 2017,"520,000 EGP",Petroleum,"66,000 Km",Kia,Rio,Alexandria,2024-02-15,Yes,No,No,No,https://eg.hatla2ee.com/en/car/kia/rio/6286322
Hyundai Elantra HD 2019,"850,000 EGP",Petroleum,"134,000 Km",Hyundai,Elantra HD,6 October,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/Elantra-HD/6286323
Chevrolet Lanos 2017,"420,000 EGP",Dark grey,"435,000 Km",Chevrolet,Lanos,Tagamo3 - New Cairo,2024-02-15,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chevrolet/lanos2/6286317
Toyota Corolla 2008,"565,000 EGP",Black,"120,000 Km",Toyota,Corolla,Imbaba,2024-02-15,Yes,No,No,No,https://eg.hatla2ee.com/en/car/toyota/corolla/6286311
Chevrolet N300 2023,"710,000 EGP",White,,Chevrolet,N300,Shobra,2024-02-15,No,Yes,No,Yes,https://eg.hatla2ee.com/en/car/chevrolet/n300/6286304
Hyundai Elantra MD 2012,"750,000 EGP",Black,"145,000 Km",Hyundai,Elantra MD,10th of Ramadan,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/Elantra-MD/6209592
Audi A7 2022,"2,000,000 EGP",Black,"36,000 Km",Audi,A7,Kafr el-Sheikh,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/audi/a7/6286302
Hyundai Getz 2010,"485,000 EGP",Red,"131,000 Km",Hyundai,Getz,Zagazig,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/getz/6286298
Toyota Corolla 2023,"1,700,000 EGP",Silver,,Toyota,Corolla,Cairo,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/toyota/corolla/6286292
Hyundai Elantra MD 2012,"735,000 EGP",Silver,"135,000 Km",Hyundai,Elantra MD,Cairo,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/Elantra-MD/6280373
Renault Duster 2018,"900,000 EGP",Gold,"100,000 Km",Renault,Duster,Heliopolis,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/renault/duster/6280361
Kia Spectra 2003,"340,000 EGP",Black,"260,000 Km",Kia,Spectra,Giza,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/kia/spectra/6286109
Hyundai Excel 1996,"210,000 EGP",Dark red,"258,000 Km",Hyundai,Excel,Pyramids Gardens,2024-02-15,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/excel/6286289
Daewoo Lanos 2 2003,"310,000 EGP",Silver,"128,000 Km",Daewoo,Lanos 2,Alexandria,2024-02-15,No,No,Yes,No,https://eg.hatla2ee.com/en/car/daewoo/lanos-2/6286286
Chevrolet Cruze 2013,"560,000 EGP",Black,"30,000 Km",Chevrolet,Cruze,Obour City,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chevrolet/cruze/6286041
Ford EcoSport 2019,"650,000 EGP",Champagne,"28,000 Km",Ford,EcoSport,Pyramids Gardens,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/ford/ecosport/6255823
Kia Sportage 2016,"1,500,000 EGP",Black,"140,000 Km",Kia,Sportage,Nasr city,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/kia/sportage/6285927
Citroën C5 2024,"2,750,000 EGP",Black,"1,600 Km",Citroën,C5,Sheikh Zayed City,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/citroen/C5/6248391
Hyundai Matrix 2007,"530,000 EGP",Silver,"135,000 Km",Hyundai,Matrix,Mansoura,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/matrix/6285881
Kia Sportage 2020,"2,150,000 EGP",White,"70,000 Km",Kia,Sportage,Pyramids Gardens,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/kia/sportage/6285878
Hyundai Elantra 2016,"880,000 EGP",Black,"120,000 Km",Hyundai,Elantra,Tagamo3 - New Cairo,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/elantra/6285818
BMW 520 2019,"3,250,000 EGP",Black,"130,000 Km",BMW,520,Sheikh Zayed City,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/bmw/520/6198161
Skoda Superb 2019,"1,650,000 EGP",Gray,"99,000 Km",Skoda,Superb,Damietta,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/skoda/superb/6285851
Mercedes E 200 2020,"4,150,000 EGP",Black,"52,000 Km",Mercedes,E 200,Tagamo3 - New Cairo,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/mercedes/e-200/6285848
Hyundai Elantra HD 2013,"730,000 EGP",Black,"120,000 Km",Hyundai,Elantra HD,Qalyubia,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/Elantra-HD/6274265
Chery Arrizo 5 2022,"655,000 EGP",Bronze,"65,000 Km",Chery,Arrizo 5,El Haram,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chery/Arrizo-5/6286277
Geely Emgrand 7 2014,"290,000 EGP",Blue,"420,000 Km",Geely,Emgrand 7,Cairo,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/geely/emgrand7/6286266
Chevrolet Cruze 2016,"675,000 EGP",Gray,"115,000 Km",Chevrolet,Cruze,Alexandria,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chevrolet/cruze/6286269
Hyundai Getz 2008,"550,000 EGP",Silver,"190,000 Km",Hyundai,Getz,Mansoura,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/getz/6286260
Mitsubishi Lancer 2016,"720,000 EGP",Gray,"174,000 Km",Mitsubishi,Lancer,El Haram,2024-02-15,Yes,Yes,Yes,No,https://eg.hatla2ee.com/en/car/mitsubishi/lancer/6286263
Nissan Sunny 2020,"730,000 EGP",Dark grey,"120,000 Km",Nissan,Sunny,Alexandria,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/nissan/sunny/6262412
Daewoo Nubira 2 2001,"215,000 EGP",Silver,"300,000 Km",Daewoo,Nubira 2,El Mahalla,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/daewoo/Nubira-2/6286086
Kia Sportage 2012,"1,100,000 EGP",Silver,"130,000 Km",Kia,Sportage,Damanhur,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/kia/sportage/6260448
MG 5 2022,"900,000 EGP",Silver,"22,000 Km",MG,5,Damanhur,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/moris-garage/mg-5/6260612
Chery Arrizo 5 2023,"940,000 EGP",Red,,Chery,Arrizo 5,Pyramids Gardens,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chery/Arrizo-5/6286203
Fiat Doblo 2017,"600,000 EGP",Dark red,"290,000 Km",Fiat,Doblo,Cairo,2024-02-15,No,Yes,No,Yes,https://eg.hatla2ee.com/en/car/fiat/doblo/6286151
Chery Tiggo 2012,"500,000 EGP",Black,"145,000 Km",Chery,Tiggo,Cairo,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/chery/chery-tiggo/6286115
Jetour X70S 2023,"1,550,000 EGP",Blue,"16,000 Km",Jetour,X70S,Pyramids Gardens,2024-02-15,Yes,No,No,No,https://eg.hatla2ee.com/en/car/jetour/X70S/6286136
Volkswagen Tiguan 2022,"2,750,000 EGP",Petroleum,"70,000 Km",Volkswagen,Tiguan,Obour City,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/volks-wagen/tiguan/6286163
Hyundai Elantra 2019,"950,000 EGP",Black,"130,000 Km",Hyundai,Elantra,Cairo,2024-02-15,Yes,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/elantra/6286139
Skoda Octavia A7 2016,"1,350,000 EGP",Petroleum,"94,000 Km",Skoda,Octavia A7,Cairo,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/skoda/Octavia-A7/6286185
Suzuki Alto 2015,"300,000 EGP",Dark grey,"137,000 Km",Suzuki,Alto,Obour City,2024-02-15,No,Yes,No,No,https://eg.hatla2ee.com/en/car/suzuki/alto/6286103
Daewoo Lacetti 2008,"460,000 EGP",Black,"128,000 Km",Daewoo,Lacetti,Qalyubia,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/daewoo/lacetti/6285923
Skoda Fantasia 2010,"670,000 EGP",Black,"130,000 Km",Skoda,Fantasia,Heliopolis,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/skoda/fantasia/6286181
Nissan Sunny 2012,"460,000 EGP",Gold,"186,000 Km",Nissan,Sunny,Nasr city,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/nissan/sunny/6286173
Hyundai Verna 2015,"395,000 EGP",Silver,"235,000 Km",Hyundai,Verna,6 October,2024-02-15,No,Yes,No,Yes,https://eg.hatla2ee.com/en/car/hyundai/verna/6280301
Nissan Qashqai 2017,"1,100,000 EGP",Dark grey,"175,000 Km",Nissan,Qashqai,Obour City,2024-02-15,Yes,Yes,No,Yes,https://eg.hatla2ee.com/en/car/nissan/qashqai/6282294
Fiat 500C 2015,"875,000 EGP",Black,"95,000 Km",Fiat,500C,Suez,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/fiat/500C/6286158
Renault Sandero Step Way 2021,"719,000 EGP",Bronze,"60,000 Km",Renault,Sandero Step Way,Maadi,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/renault/sandero-step-way/6286157
Chevrolet Cruze 2015,"699,000 EGP",Silver,"145,000 Km",Chevrolet,Cruze,Dakahlia,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chevrolet/cruze/6274179
Chevrolet Optra 2021,"750,000 EGP",Petroleum,"52,000 Km",Chevrolet,Optra,El Haram,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chevrolet/optra/6274152
Hyundai Verna 2013,"400,000 EGP",Dark grey,"225,000 Km",Hyundai,Verna,Faiyum,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/verna/6274122
Hyundai Excel 1998,"120,000 EGP",Black,,Hyundai,Excel,Obour City,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/excel/6286131
Hyundai Accent 2009,"445,000 EGP",Cyan,"135,000 Km",Hyundai,Accent,Cairo,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/accent/6286121
Jeep Grand Cherokee 2015,"3,100,000 EGP",Black,"90,000 Km",Jeep,Grand Cherokee,Heliopolis,2024-02-16,No,No,No,No,https://eg.hatla2ee.com/en/car/jeep/grand-Cherokee/6285812
Mazda 3 2008,"575,000 EGP",Gold,"350,000 Km",Mazda,3,Cairo,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/mazda/mazda-3/6285777
Kia Sportage 2021,"1,780,000 EGP",Dark blue,"75,000 Km",Kia,Sportage,Beni Suef,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/kia/sportage/6285800
Mercedes GLA 2021,"2,920,000 EGP",Black,"33,000 Km",Mercedes,GLA,Sheikh Zayed City,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/mercedes/gla/6285798
Kia Cerato 2018,"1,325,000 EGP",Silver,"70,000 Km",Kia,Cerato,El Minya,2024-02-16,Yes,No,No,Yes,https://eg.hatla2ee.com/en/car/kia/cerato/6270647
Hyundai Tucson 2021,"1,950,000 EGP",White,"28,000 Km",Hyundai,Tucson,El Minya,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/tucson/6270621
Kia Soul 2010,"480,000 EGP",Red,"109,000 Km",Kia,Soul,Faqous,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/kia/soul/6285779
Kia Sportage 2017,"1,450,000 EGP",Black,"100,000 Km",Kia,Sportage,6 October,2024-02-16,Yes,Yes,No,No,https://eg.hatla2ee.com/en/car/kia/sportage/6263109
Hyundai Tucson 2017,"1,550,000 EGP",Silver,"75,000 Km",Hyundai,Tucson,6 October,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/tucson/6263214
Hyundai Tucson 2019,"1,780,000 EGP",Silver,"100,000 Km",Hyundai,Tucson,6 October,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/tucson/6263300
Mercedes GLK 250 2015,"2,750,000 EGP",Silver,"95,000 Km",Mercedes,GLK 250,Heliopolis,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/mercedes/glk-250/6286124
Proton Saga 2011,"345,000 EGP",Silver,"135,000 Km",Proton,Saga,Cairo,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/proton/saga/6286104
Mercedes CLA 200 2020,"3,000,000 EGP",Yellow,"55,000 Km",Mercedes,CLA 200,Alexandria,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/mercedes/cla-200/6284529
Hyundai Elantra CN7 2023,"1,750,000 EGP",White,150 Km,Hyundai,Elantra CN7,Heliopolis,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/Elantra-CN7/6286116
Renault Duster 2020,"1,020,000 EGP",Black,"60,000 Km",Renault,Duster,Mohandessin,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/renault/duster/6286098
Daewoo Lanos 2 2001,"240,000 EGP",Dark blue,"249,000 Km",Daewoo,Lanos 2,Agamy,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/daewoo/lanos-2/6286097
Mercedes 250 2015,,Black,,Mercedes,250,Touhk,2024-02-15,Yes,No,No,No,https://eg.hatla2ee.com/en/car/mercedes/250/6286095
Opel Insignia 2014,"940,000 EGP",Eggplant,"182,000 Km",Opel,Insignia,Sheikh Zayed City,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/opel/insignia/6246809
Toyota Rush 2022,"1,460,000 EGP",White,"60,000 Km",Toyota,Rush,Shobra,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/toyota/Rush/6273488
Kia Carens 2015,"1,100,000 EGP",Silver,"198,000 Km",Kia,Carens,Al Shorouk,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/kia/carens/6284685
Renault Logan 2022,"650,000 EGP",Black,"60,000 Km",Renault,Logan,Nasr city,2024-02-15,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/renault/logan/6284889
Jeep Grand Cherokee 2016,"2,600,000 EGP",White,"155,000 Km",Jeep,Grand Cherokee,Mohandessin,2024-02-15,Yes,Yes,No,Yes,https://eg.hatla2ee.com/en/car/jeep/grand-Cherokee/6286071
Renault Kadjar 2018,"1,150,000 EGP",Blue,"137,000 Km",Renault,Kadjar,Tagamo3 - New Cairo,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/renault/Kadjar/6240338
Brilliance FRV 2013,"400,000 EGP",Blue,"175,000 Km",Brilliance,FRV,Heliopolis,2024-02-15,Yes,No,No,No,https://eg.hatla2ee.com/en/car/brilliance/frv/6286068
Chevrolet Aveo 2008,"490,000 EGP",Silver,"83,000 Km",Chevrolet,Aveo,Tagamo3 - New Cairo,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chevrolet/aveo/6280151
Chery Tiggo 8 Pro 2024,"1,800,000 EGP",Petroleum,,Chery,Tiggo 8 Pro,Nasr city,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chery/Tiggo-8-Pro/6280143
Hyundai I10 2010,"375,000 EGP",Black,"129,000 Km",Hyundai,I10,Giza,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/i10/6279963
Renault Duster 2019,"800,000 EGP",Bronze,"186,000 Km",Renault,Duster,Aswan,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/renault/duster/6286008
Suzuki Alto 2019,"400,000 EGP",White,"156,000 Km",Suzuki,Alto,Suez,2024-02-15,No,Yes,No,Yes,https://eg.hatla2ee.com/en/car/suzuki/alto/6286061
Mitsubishi Lancer EX Shark 2016,"660,000 EGP",Silver,"160,000 Km",Mitsubishi,Lancer EX Shark,Gharbia,2024-02-15,Yes,No,No,No,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-EX-Shark/6286062
Mercedes 200 1984,"230,000 EGP",White,"200,000 Km",Mercedes,200,Giza,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/mercedes/200/6286056
MG 5 2021,"780,000 EGP",Black,"42,000 Km",MG,5,Shobra,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/moris-garage/mg-5/6286053
Seat Leon 2023,"2,300,000 EGP",Gray,"10,000 Km",Seat,Leon,Cairo,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/seat/leon/6286049
Jeep Grand Cherokee 1996,"500,000 EGP",Dark red,"200,000 Km",Jeep,Grand Cherokee,Alexandria,2024-02-15,Yes,No,No,No,https://eg.hatla2ee.com/en/car/jeep/grand-Cherokee/6274046
Chevrolet Optra 2018,"470,000 EGP",Dark grey,"250,000 Km",Chevrolet,Optra,Qalyub,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chevrolet/optra/6274089
Fiat 128 1979,"35,000 EGP",Red,,Fiat,128,Giza,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/fiat/128/6274052
Nissan Sunny 2014,"600,000 EGP",Silver,"84,000 Km",Nissan,Sunny,Alexandria,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/nissan/sunny/6286046
Dodge Charger 2009,"1,500,000 EGP",Black,,Dodge,Charger,Heliopolis,2024-02-15,Yes,Yes,No,Yes,https://eg.hatla2ee.com/en/car/dodge/charger/6286043
Nissan Urvan 2014,"550,000 EGP",White,"90,000 Km",Nissan,Urvan,Cairo,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/nissan/urvan/6286038
Mitsubishi Lancer EX Shark 2016,"820,000 EGP",Black,"105,000 Km",Mitsubishi,Lancer EX Shark,Giza,2024-02-15,Yes,No,No,No,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-EX-Shark/6286031
Suzuki Swift 2022,"975,000 EGP",Red,"23,000 Km",Suzuki,Swift,Damietta,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/suzuki/swift/6285773
Chevrolet Lanos 2017,"390,000 EGP",Petroleum,"100,000 Km",Chevrolet,Lanos,6 October,2024-02-16,No,No,No,No,https://eg.hatla2ee.com/en/car/chevrolet/lanos2/6264959
Toyota Rush 2019,"1,250,000 EGP",Eggplant,"90,000 Km",Toyota,Rush,6 October,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/toyota/Rush/6265025
Jeep Cherokee 2016,"2,600,000 EGP",Dark grey,"150,000 Km",Jeep,Cherokee,6 October,2024-02-16,No,No,No,No,https://eg.hatla2ee.com/en/car/jeep/cherokee/6265046
Hyundai IX 35 2015,"1,100,000 EGP",Red,"90,000 Km",Hyundai,IX 35,Cairo,2024-02-16,Yes,Yes,No,Yes,https://eg.hatla2ee.com/en/car/hyundai/IX-35/6285765
Hyundai Avante 2000,"470,000 EGP",Gold,"144,000 Km",Hyundai,Avante,Sohag,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/avante/6285633
Mitsubishi Lancer EX Shark 2015,"620,000 EGP",Gray,"160,000 Km",Mitsubishi,Lancer EX Shark,Cairo,2024-02-16,No,No,No,No,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-EX-Shark/6285738
Byd F3 2020,"465,000 EGP",Red,"150,000 Km",Byd,F3,Heliopolis,2024-02-16,No,No,No,No,https://eg.hatla2ee.com/en/car/byd/f3/6285735
Hyundai Elantra MD 2014,"925,000 EGP",White,,Hyundai,Elantra MD,Sharqia,2024-02-16,No,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/Elantra-MD/6269039
Hyundai Elantra HD 2020,"825,000 EGP",Red,"114,000 Km",Hyundai,Elantra HD,Cairo,2024-02-16,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/Elantra-HD/6285713
MG ZS 2022,"950,000 EGP",Red,"200,000 Km",MG,ZS,Mohandessin,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/moris-garage/zs/6286032
Chery Tiggo 3 2022,"930,000 EGP",White,"60,000 Km",Chery,Tiggo 3,Al Shorouk,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chery/Tiggo3/6286016
Opel Insignia 2018,"1,330,000 EGP",Dark red,"170,000 Km",Opel,Insignia,Nasr city,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/opel/insignia/6285981
Toyota Yaris 2018,"920,000 EGP",Silver,"93,000 Km",Toyota,Yaris,Tagamo3 - New Cairo,2024-02-15,Yes,No,No,Yes,https://eg.hatla2ee.com/en/car/toyota/yaris/6286004
Opel Astra 2014,"650,000 EGP",Dark grey,"202,000 Km",Opel,Astra,Obour City,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/opel/astra/6285983
Opel Vectra 1997,"250,000 EGP",Red,"200,000 Km",Opel,Vectra,Alexandria,2024-02-15,No,No,No,Yes,https://eg.hatla2ee.com/en/car/opel/vectra/6285990
Kia Cerato 2016,"935,000 EGP",White,"100,000 Km",Kia,Cerato,Nasr city,2024-02-15,Yes,Yes,No,Yes,https://eg.hatla2ee.com/en/car/kia/cerato/6285975
Suzuki Ciaz 2018,"800,000 EGP",Silver,"117,000 Km",Suzuki,Ciaz,Tagamo3 - New Cairo,2024-02-15,Yes,Yes,Yes,No,https://eg.hatla2ee.com/en/car/suzuki/ciaz/6285978
Honda Civic 2013,"950,000 EGP",Silver,"100,000 Km",Honda,Civic,Tagamo3 - New Cairo,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/honda/civic/6280011
Lada Granta 2022,"490,000 EGP",Brown,"58,000 Km",Lada,Granta,Nasr city,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/lada/granta/6280001
Kia Rio 2015,"800,000 EGP",Gray,"88,000 Km",Kia,Rio,Tagamo3 - New Cairo,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/kia/rio/6285971
Hyundai Elantra MD 2012,"770,000 EGP",Cyan,"130,000 Km",Hyundai,Elantra MD,10th of Ramadan,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/Elantra-MD/6285965
Kia Rio 2014,"670,000 EGP",Silver,"96,000 Km",Kia,Rio,Alexandria,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/kia/rio/6285963
Emgrand EC 7 2015,"385,000 EGP",White,"200,000 Km",Emgrand,EC 7,El Minya,2024-02-15,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/emgrand/ec-7/6285957
Hyundai Matrix 2008,"450,000 EGP",Dark red,"270,000 Km",Hyundai,Matrix,Heliopolis,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/matrix/6285950
Speranza Tiggo 2012,"379,000 EGP",Black,"128,000 Km",Speranza,Tiggo,Cairo,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/speranza/tiggo/6285891
Daewoo Lacetti 2004,"430,000 EGP",Silver,"198,000 Km",Daewoo,Lacetti,Beheira,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/daewoo/lacetti/6285947
Kia Pride 2000,"210,000 EGP",Green,,Kia,Pride,Cairo,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/kia/pride/6273816
Opel Insignia 2014,"1,000,000 EGP",Black,"150,000 Km",Opel,Insignia,Nasr city,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/opel/insignia/6273873
Kia K3 2013,"650,000 EGP",White,"49,900 Km",Kia,K3,El Haram,2024-02-15,Yes,No,No,No,https://eg.hatla2ee.com/en/car/kia/K3/6273906
Nissan Sunny 2012,"490,000 EGP",Silver,"58,000 Km",Nissan,Sunny,Mohandessin,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/nissan/sunny/6273795
Speranza A516 2010,"235,000 EGP",White,"70,000 Km",Speranza,A516,Maadi,2024-02-15,No,No,No,No,https://eg.hatla2ee.com/en/car/speranza/a516/6273819
Hyundai Elantra MD 2011,"590,000 EGP",Silver,"148,000 Km",Hyundai,Elantra MD,Bilbeis,2024-02-15,Yes,Yes,No,Yes,https://eg.hatla2ee.com/en/car/hyundai/Elantra-MD/6285942
Suzuki S Presso 2022,"530,000 EGP",Blue,"16,000 Km",Suzuki,S Presso,6 October,2024-02-15,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/suzuki/S-Presso/6191880
Volkswagen Eos 2007,"680,000 EGP",Black,"166,000 Km",Volkswagen,Eos,Dakahlia,2024-02-15,No,Yes,No,Yes,https://eg.hatla2ee.com/en/car/volks-wagen/eos/6285933
Kia Sportage 2017,"1,600,000 EGP",Black,"104,000 Km",Kia,Sportage,El Haram,2024-02-15,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/kia/sportage/6088737
